#用例006：完全重复的数据
2015020915,47648884735,cmnet,http://ghac.cn/,6911,2450,7,9073,842364
2015020915,47648884735,cmnet,http://ghac.cn/,6911,2450,7,9073,842364
2015020915,47648884735,cmnet,http://ghac.cn/,6911,2450,7,9073,842364
2015020915,47648884735,cmnet,http://ghac.cn/,6911,2450,7,9073,842364
2015020915,47648884735,cmnet,http://ghac.cn/,6911,2450,7,9073,842364
2015020915,47648884735,cmnet,http://ghac.cn/,6911,2450,7,9073,842364
2015020915,47648884735,cmnet,http://ghac.cn/,6911,2450,7,9073,842364
2015020915,47648884735,cmnet,http://ghac.cn/,6911,2450,7,9073,842364
2015020915,47648884735,cmnet,http://ghac.cn/,6911,2450,7,9073,842364
2015020915,47648884735,cmnet,http://ghac.cn/,6911,2450,7,9073,842364
